ID,yearID,teamID,Rank,R,RA,G,W,H,BB,HBP,AB,SF,HR,2B,3B,salary,BA,OBP,SLG
227,1993,FLO,6,581,724,162,64,1356,498,,5475,,94,197,31,19330545,0.247671232877,0.310396785535,0.346484018265
228,1993,NYN,7,672,744,162,59,1350,448,,5448,,158,228,37,39043667,0.247797356828,0.304952510176,0.390234948605
229,1993,ATL,1,767,559,162,104,1444,560,,5515,,169,239,29,41641417,0.261831368994,0.32987654321,0.407615593835
230,1993,SFN,2,808,636,162,103,1534,516,,5557,,168,269,33,35050000,0.276048227461,0.337559690433,0.427028972467
231,1993,HOU,3,716,630,162,85,1459,497,,5464,,138,288,37,30210500,0.267020497804,0.328132863613,0.409040995608
232,1993,LAN,4,675,662,162,81,1458,492,,5588,,130,234,28,39331999,0.260916249105,0.320723684211,0.382605583393
233,1993,CIN,5,722,785,162,73,1457,485,,5517,,137,261,28,44879666,0.26409280406,0.323558813729,0.396048577125
234,1993,COL,6,758,967,162,67,1507,388,,5517,,142,278,59,10353500,0.273155700562,0.320914479255,0.42214971905
235,1993,SDN,7,679,772,162,61,1386,443,,5503,,153,239,28,25511333,0.251862620389,0.307601749075,0.388878793385
236,1994,CHA,1,633,498,113,67,1133,497,,3942,,121,175,39,39183836,0.287417554541,0.367199819779,0.443683409437
237,1994,CLE,2,679,562,113,66,1165,382,,4022,,167,240,20,30490500,0.289656887121,0.351271571299,0.483838886126
238,1994,KCA,3,574,532,115,64,1051,376,,3911,,100,211,38,40541334,0.268729225262,0.332866806625,0.418818716441
239,1994,MIN,4,594,688,113,53,1092,359,,3952,,103,239,23,28438500,0.276315789474,0.336580839712,0.426619433198
240,1994,ML4,5,547,586,115,53,1045,417,,3978,,99,238,21,24350500,0.262694821518,0.332650739477,0.407742584213
241,1994,NYA,1,670,534,113,70,1155,530,,3986,,139,238,16,45731334,0.289764174611,0.373117803366,0.462117410938
242,1994,BAL,2,589,497,112,63,1047,438,,3856,,139,185,20,38849769,0.271524896266,0.345831392641,0.438018672199
243,1994,TOR,3,566,579,115,55,1064,387,,3962,,115,210,30,43433668,0.268551236749,0.333639917222,0.423775870772
244,1994,BOS,4,552,621,115,54,1038,404,,3940,,120,222,19,37859084,0.26345177665,0.331952117864,0.420812182741
245,1994,DET,5,652,671,115,53,1048,520,,3955,,161,216,25,41446501,0.264981036662,0.350391061453,0.454361567636
246,1994,TEX,1,613,697,114,52,1114,437,,3983,,124,198,27,32973597,0.279688676877,0.350904977376,0.436354506653
247,1994,OAK,2,549,589,114,51,1009,417,,3885,,113,178,13,34172500,0.259716859717,0.331473733147,0.399485199485
248,1994,SEA,3,569,616,112,49,1045,372,,3883,,153,211,18,29228500,0.269121813031,0.333019976498,0.450939994849
249,1994,CAL,4,543,660,115,47,1042,402,,3943,,120,178,16,25156218,0.264265787471,0.332336018412,0.408825767182
250,1994,CIN,1,609,490,115,66,1142,388,,3999,,124,211,36,40961833,0.285571392848,0.348757693184,0.449362340585
251,1994,HOU,2,602,503,115,66,1099,394,,3955,,120,252,25,33126000,0.277876106195,0.343297309726,0.445259165613
252,1994,PIT,3,466,580,114,53,1001,349,,3864,,80,198,23,24217250,0.259057971014,0.320436743413,0.384316770186
253,1994,SLN,3,535,621,115,53,1026,434,,3902,,108,213,27,29275601,0.262942080984,0.336715867159,0.414402870323
254,1994,CHN,5,500,549,113,49,1015,364,,3918,,109,189,26,36287333,0.259060745278,0.322045773003,0.404032669729
255,1994,MON,1,585,454,114,74,1111,379,,4000,,108,246,30,19098000,0.27775,0.340260333409,0.43525
256,1994,ATL,2,542,448,114,68,1031,377,,3861,,137,198,18,49383513,0.267029267029,0.332232184993,0.434084434084
257,1994,NYN,3,506,526,113,55,966,336,,3869,,117,164,21,30956583,0.249676919101,0.309631391201,0.393641767899
258,1994,PHI,4,521,497,115,54,1028,396,,3927,,80,208,28,31599000,0.261777438248,0.329400879019,0.390119684237
259,1994,FLO,5,468,576,115,51,1043,349,,3926,,94,180,24,21633000,0.265664798777,0.325614035088,0.395568008151
260,1994,LAN,1,532,509,114,58,1055,366,,3904,,115,160,29,38000001,0.270235655738,0.332786885246,0.414446721311
261,1994,SFN,2,504,500,115,55,963,364,,3869,,123,159,32,42638666,0.248901524942,0.313489251122,0.401912638925
262,1994,COL,3,573,638,117,53,1098,378,,4006,,125,206,39,23887333,0.2740888667,0.336678832117,0.438592111832
263,1994,SDN,4,479,531,117,47,1117,319,,4068,,92,200,19,14916333,0.274582104228,0.327330749943,0.400934119961
264,1995,CLE,1,840,607,144,100,1461,542,,5028,,207,279,23,37937835,0.290572792363,0.35960502693,0.478719172633
265,1995,KCA,2,629,691,144,70,1275,475,,4903,,119,240,35,29532834,0.260044870487,0.325399776869,0.396084030186
266,1995,CHA,3,755,758,145,68,1417,576,,5060,,146,252,37,46961282,0.280039525692,0.353619588361,0.431027667984
267,1995,ML4,4,740,747,144,65,1329,502,,5000,,128,249,42,17798825,0.2658,0.332788077063,0.4092
268,1995,MIN,5,703,889,144,56,1398,471,,5005,,120,270,34,25410500,0.279320679321,0.34130752374,0.418781218781
269,1995,BOS,1,791,698,144,86,1399,560,,4997,,175,286,31,32455518,0.279967980788,0.352528342631,0.454672803682
270,1995,NYA,2,749,688,145,79,1365,625,,4947,,122,280,34,48874851,0.275924802911,0.357142857143,0.420254699818
271,1995,BAL,3,704,640,144,71,1267,574,,4837,,173,229,27,43942521,0.261939218524,0.340232858991,0.427744469713
272,1995,DET,4,654,844,144,60,1204,551,,4865,,159,228,29,37044168,0.247482014388,0.324039881832,0.404316546763
273,1995,TOR,5,642,777,144,56,1309,492,,5036,,140,275,27,50590000,0.259928514694,0.325795947902,0.408657664813
274,1995,SEA,1,796,708,145,79,1377,549,,4996,,182,276,20,36481311,0.275620496397,0.347339945897,0.448158526821
275,1995,CAL,2,801,697,145,78,1390,564,,5019,,186,252,25,31223171,0.276947599123,0.349991044241,0.448296473401
276,1995,TEX,3,691,720,144,74,1304,526,,4913,,138,247,24,34581451,0.265418278038,0.336458907887,0.40972928964
277,1995,OAK,4,730,761,144,67,1296,565,,4916,,169,228,18,37739225,0.26362896664,0.339536580916,0.420463791701
278,1995,CIN,1,747,623,144,85,1326,519,,4903,,161,277,35,43144670,0.270446665307,0.340280339358,0.439730777075
279,1995,HOU,2,747,674,144,76,1403,566,,5097,,109,260,22,34169834,0.275259956837,0.34769556772,0.39905826957
280,1995,CHN,3,693,671,144,73,1315,440,,4963,,158,267,39,29505834,0.264960709248,0.324819544697,0.429981865807
281,1995,SLN,4,563,658,143,62,1182,436,,4779,,107,238,24,37101000,0.247332077841,0.310258868648,0.37434609751
282,1995,PIT,5,629,736,144,58,1281,456,,4937,,125,245,27,18355345,0.259469313348,0.3220841832,0.395989467288
283,1995,ATL,1,645,540,144,90,1202,520,,4814,,168,210,27,47235445,0.249688408808,0.322834645669,0.409223099294
284,1995,NYN,2,657,618,144,69,1323,446,,4958,,125,218,34,27674992,0.266841468334,0.327350111029,0.400161355385
285,1995,PHI,2,615,658,144,69,1296,497,,4950,,94,263,30,30555945,0.261818181818,0.329172021296,0.38404040404
286,1995,FLO,4,673,673,143,67,1278,517,,4886,,144,214,29,24515781,0.261563651248,0.332222839163,0.405648792468
287,1995,MON,5,621,638,144,66,1268,400,,4905,,118,265,24,12364000,0.258511722732,0.314420358153,0.394495412844
288,1995,LAN,1,634,609,144,78,1303,468,,4942,,140,191,31,39273201,0.263658437879,0.327356746765,0.399838122218
289,1995,COL,2,785,783,144,77,1406,484,,4994,,200,259,43,34154717,0.281537845414,0.345016429354,0.470764917901
290,1995,SDN,3,668,672,144,70,1345,447,,4950,,116,231,20,26382334,0.271717171717,0.332036316472,0.396767676768
291,1995,SFN,4,652,776,144,67,1256,472,,4971,,152,229,33,36462777,0.252665459666,0.317471982363,0.403741701871
292,1996,CLE,1,952,769,161,99,1665,671,,5681,,218,335,23,48107360,0.293082203837,0.367758186398,0.475268438655
293,1996,CHA,2,898,794,162,85,1586,701,,5644,,195,284,33,45139500,0.281006378455,0.360441292356,0.446669029057
294,1996,ML4,3,894,899,162,80,1578,624,,5662,,178,304,40,21730000,0.27870010597,0.350302258988,0.440833627693
295,1996,MIN,4,877,900,162,78,1633,576,,5673,,118,332,47,23117000,0.287854750573,0.35349655945,0.425348140314
296,1996,KCA,5,746,786,161,75,1477,529,,5542,,123,286,38,20281250,0.266510285096,0.330423323999,0.398412125586
297,1996,NYA,1,871,787,162,92,1621,632,,5628,,162,293,28,54191792,0.28802416489,0.359904153355,0.436389481166
298,1996,BAL,2,949,903,163,88,1557,645,,5689,,257,299,29,54490315,0.273686060819,0.34764761604,0.471963438214
299,1996,BOS,3,928,921,162,85,1631,642,,5756,,209,308,31,42393500,0.283356497568,0.355267271022,0.456567060459
300,1996,TOR,4,766,809,162,74,1451,529,,5599,,177,302,35,29555083,0.259153420254,0.323107049608,0.420432220039
301,1996,DET,5,783,1103,162,53,1413,546,,5530,,204,257,21,23438000,0.255515370705,0.322416063199,0.420253164557
302,1996,TEX,1,928,799,163,90,1622,660,,5702,,221,323,32,39041528,0.284461592424,0.358692235146,0.468607506138
303,1996,SEA,2,993,895,161,85,1625,670,,5668,,245,343,19,41328501,0.286697247706,0.36210160934,0.483592095977
304,1996,OAK,3,861,900,162,78,1492,640,,5630,,243,283,21,21243000,0.265008880995,0.340031897927,0.452220248668
305,1996,CAL,4,762,943,161,70,1571,527,,5686,,192,256,24,28738000,0.276292648611,0.337679060035,0.431058740767
306,1996,SLN,1,759,706,162,88,1468,495,,5502,,142,281,31,40269667,0.266812068339,0.327330331833,0.406579425663
307,1996,HOU,2,753,792,162,82,1445,554,,5508,,129,297,29,28487000,0.262345679012,0.329759155394,0.397058823529
308,1996,CIN,3,778,773,162,81,1398,604,,5455,,191,259,36,42526334,0.256278643446,0.330417560654,0.421998166819
309,1996,CHN,4,772,771,162,76,1388,523,,5531,,175,267,19,33081000,0.250949195444,0.315659068385,0.40101247514
310,1996,PIT,5,776,833,162,73,1509,510,,5665,,138,319,33,23017500,0.266372462489,0.326963562753,0.407413945278
311,1996,ATL,1,773,648,162,96,1514,530,,5614,,197,264,28,49698500,0.269682935518,0.332682291667,0.431955824724
312,1996,MON,2,741,668,162,88,1441,492,,5505,,148,297,27,16264500,0.261762034514,0.322327830582,0.406176203451
313,1996,FLO,3,688,703,162,80,1413,553,,5498,,150,240,30,31022500,0.257002546381,0.324904974384,0.393415787559
314,1996,NYN,4,746,779,162,71,1515,445,,5618,,147,267,47,24479500,0.269668921324,0.323272307439,0.412424350303
315,1996,PHI,5,650,790,162,67,1405,536,,5499,,132,249,39,34314500,0.255501000182,0.321623860812,0.386979450809
316,1996,SDN,1,771,682,162,91,1499,601,,5655,,147,285,24,28348172,0.26507515473,0.335677749361,0.401945181256
317,1996,LAN,2,703,652,162,90,1396,516,,5538,,150,215,33,35355000,0.252076561936,0.315824248431,0.384073672806
318,1996,COL,3,961,964,162,83,1607,527,,5590,,221,297,37,40179823,0.28747763864,0.348863822135,0.472450805009
319,1996,SFN,4,752,862,162,68,1400,615,,5533,,153,245,21,37144725,0.253027290801,0.327748861418,0.387854690042
320,1997,CLE,1,868,815,161,86,1589,617,,5556,,220,301,22,56802460,0.28599712023,0.35736270857,0.466882649388
321,1997,CHA,2,779,833,161,80,1498,569,,5491,,158,260,28,57740000,0.272810052814,0.341089108911,0.416681843016
322,1997,ML4,3,681,742,161,78,1415,494,,5444,,135,294,27,23655338,0.259919177076,0.32148871674,0.398236590742
323,1997,MIN,4,772,861,162,68,1522,495,,5634,,132,305,40,34072500,0.270145544906,0.329091205743,0.408768193113
324,1997,KCA,5,747,820,161,67,1478,561,,5599,,158,256,35,34655000,0.263975709948,0.331006493506,0.406858367566
325,1997,BAL,1,812,681,162,98,1498,586,,5584,,196,264,22,58516400,0.268266475645,0.337763371151,0.428724928367
326,1997,NYA,2,891,688,162,96,1636,676,,5710,,161,325,23,62241545,0.286514886165,0.362041966802,0.436077057793
327,1997,DET,3,784,790,162,79,1415,578,,5481,,176,268,32,17272000,0.258164568509,0.328932167024,0.415070242656
328,1997,BOS,4,851,857,162,78,1684,514,,5781,,185,373,32,43558750,0.291299083204,0.349166004766,0.462895692787
329,1997,TOR,5,654,694,162,76,1333,487,,5473,,147,275,41,47079833,0.243559291065,0.305369127517,0.38936597844
330,1997,SEA,1,925,833,162,90,1574,626,,5614,,264,312,21,41540661,0.280370502316,0.352564102564,0.484503028144
331,1997,ANA,2,829,794,162,84,1531,617,,5628,,161,279,25,31135472,0.272032693674,0.343955164131,0.41631130064
332,1997,TEX,3,807,823,162,77,1547,500,,5651,,187,311,27,53448838,0.273756857193,0.33279141603,0.437621659883
333,1997,OAK,4,764,946,162,65,1451,642,,5589,,197,274,23,24018500,0.259617105028,0.335901139464,0.422615852568
334,1997,HOU,1,777,660,162,84,1427,633,,5502,,133,314,40,34777500,0.259360232643,0.335778321108,0.403489640131
335,1997,PIT,2,725,760,162,79,1440,481,,5503,,129,291,52,10771667,0.261675449755,0.321022727273,0.403779756496
336,1997,CIN,3,651,764,162,76,1386,518,,5484,,142,269,27,49768000,0.252735229759,0.317227590803,0.389314369074
337,1997,SLN,4,689,708,162,73,1409,543,,5524,,144,269,39,45456667,0.255068790731,0.321740563705,0.396089790007
338,1997,CHN,5,687,759,162,68,1444,451,,5489,,127,269,39,42155333,0.263071597741,0.319023569024,0.395700491893
339,1997,ATL,1,791,581,162,101,1490,597,,5528,,174,268,37,52278500,0.269536903039,0.340734693878,0.425832127352
340,1997,FLO,2,740,669,162,92,1410,686,,5439,,136,272,28,48692500,0.259238830667,0.342204081633,0.394557823129
341,1997,NYN,3,777,709,162,88,1448,550,,5524,,153,274,28,39800400,0.262128892107,0.328943035891,0.404960173787
342,1997,MON,4,691,740,162,78,1423,420,,5526,,172,339,34,19295500,0.25750995295,0.309956273125,0.42453854506
343,1997,PHI,5,668,840,162,68,1390,519,,5443,,116,290,35,36656500,0.255373874701,0.320194565582,0.385449200808
344,1997,SFN,1,784,793,162,90,1415,642,,5485,,172,266,37,35592378,0.257976298997,0.335727109515,0.414038286235
345,1997,LAN,2,742,645,162,88,1488,498,,5544,,174,242,33,45380304,0.268398268398,0.328699106256,0.41810966811
346,1997,COL,3,923,908,162,83,1611,562,,5603,,239,269,40,43559667,0.287524540425,0.352473641525,0.477779760842
347,1997,SDN,4,795,891,162,76,1519,604,,5609,,152,275,16,37363672,0.27081476199,0.341702881056,0.406846140132
348,1998,CLE,1,850,779,162,89,1530,630,,5616,,198,334,30,60800166,0.272435897436,0.345821325648,0.448361823362
349,1998,CHA,2,861,931,163,80,1516,551,,5585,,198,291,38,38335000,0.271441360788,0.33686440678,0.443509400179
350,1998,KCA,3,714,899,161,72,1459,475,,5546,,134,274,40,36862500,0.263072484674,0.321209101478,0.399386945546
351,1998,MIN,4,734,818,162,70,1499,506,,5641,,115,285,32,27927500,0.265733026059,0.326175370099,0.388760858004
352,1998,DET,5,722,863,162,65,1494,455,,5664,,165,306,29,24065000,0.263771186441,0.318516097402,0.41543079096
353,1998,NYA,1,965,656,162,114,1625,653,,5643,,207,290,31,66806867,0.287967393231,0.361817026684,0.460393407762
354,1998,BOS,2,876,729,162,92,1568,541,,5601,,205,338,35,56757000,0.279950008927,0.343373493976,0.462595965006
355,1998,TOR,3,816,768,163,88,1482,564,,5580,,221,316,19,51376000,0.265591397849,0.3330078125,0.447849462366
356,1998,BAL,4,817,785,162,79,1520,593,,5565,,214,303,11,72355634,0.273135669362,0.343130886652,0.446900269542
357,1998,TBA,5,620,751,162,63,1450,473,,5555,,111,267,43,27280000,0.26102610261,0.31901128069,0.384518451845
358,1998,TEX,1,940,871,162,88,1637,595,,5672,,201,314,32,56572095,0.288610719323,0.35615126855,0.461565585331
359,1998,ANA,2,787,783,162,85,1530,510,,5630,,147,314,27,41281000,0.271758436945,0.332247557003,0.415452930728
360,1998,SEA,3,859,855,161,76,1553,558,,5628,,234,321,28,54087036,0.275941719972,0.341254445522,0.467661691542
361,1998,OAK,4,804,866,162,74,1413,633,,5490,,149,295,13,21303000,0.25737704918,0.334149926507,0.397267759563
362,1998,HOU,1,874,620,162,102,1578,621,,5641,,166,326,28,42374000,0.279737635171,0.351165761737,0.435738344265
363,1998,CHN,2,831,792,163,90,1494,601,,5649,,212,250,34,50838000,0.264471587892,0.3352,0.433351035582
364,1998,SLN,3,810,782,163,83,1444,676,,5593,,223,292,30,54672521,0.258179867692,0.33817195725,0.440729483283
365,1998,CIN,4,750,760,162,77,1441,608,,5496,,138,298,28,23005000,0.262190684134,0.335681520315,0.4019286754
366,1998,MIL,5,707,812,162,74,1439,532,,5541,,152,266,17,33914904,0.259700415088,0.324551292607,0.396137881249
367,1998,PIT,6,650,718,163,69,1395,393,,5493,,107,271,35,15065000,0.253959584926,0.30377166157,0.37447660659
368,1998,ATL,1,826,581,162,106,1489,548,,5484,,215,297,26,61186000,0.271517140773,0.337698938992,0.452771699489
369,1998,NYN,2,706,645,162,88,1425,572,,5510,,136,289,24,52077999,0.258620689655,0.328345938836,0.393829401089
370,1998,PHI,3,713,808,162,75,1482,508,,5617,,126,286,36,36297500,0.263841908492,0.324897959184,0.394872707851
371,1998,MON,4,644,783,162,65,1348,439,,5418,,147,280,32,10641500,0.248800295312,0.305105002561,0.393687707641
372,1998,FLO,5,667,923,162,54,1381,525,,5558,,114,277,36,41322667,0.248470672904,0.313332237383,0.372795969773
373,1998,SDN,1,749,635,162,98,1390,604,,5490,,167,292,30,46861500,0.253187613843,0.32720708894,0.408561020036
374,1998,SFN,2,845,739,163,89,1540,678,,5628,,161,292,26,42565834,0.273631840796,0.351728512528,0.420575692964
375,1998,LAN,3,669,678,162,83,1374,447,,5459,,159,209,27,48820000,0.251694449533,0.308330511344,0.387250412163
376,1998,COL,4,826,855,162,77,1640,469,,5632,,183,333,36,50484648,0.291193181818,0.345681035896,0.460582386364
377,1998,ARI,5,665,812,162,65,1353,489,,5491,,159,235,46,32347000,0.246403205245,0.308026755853,0.392824622109
378,1999,CLE,1,1009,860,162,97,1629,743,,5634,,209,309,32,72978462,0.289137380192,0.371961737494,0.466631167909
379,1999,CHA,2,777,870,162,75,1563,499,,5644,,162,298,37,25620000,0.276931254429,0.335666612404,0.428951098512
380,1999,DET,3,747,882,161,69,1433,458,,5481,,212,289,34,36489666,0.261448640759,0.318403771679,0.442619959861
381,1999,KCA,4,856,921,161,64,1584,535,,5624,,151,294,52,26225000,0.281650071124,0.344049358662,0.432965860597
382,1999,MIN,5,686,845,161,63,1450,500,,5495,,105,285,30,21257500,0.263876251137,0.325271059216,0.38398544131
383,1999,NYA,1,900,731,162,98,1568,718,,5568,,193,302,36,86734359,0.281609195402,0.363665287941,0.452765804598
384,1999,BOS,2,836,718,162,94,1551,597,,5579,,176,334,42,63497500,0.278006811256,0.347797927461,0.447571249328
385,1999,TOR,3,883,862,162,84,1580,578,,5642,,212,337,14,45444333,0.280042538107,0.346945337621,0.457461892946
386,1999,BAL,4,851,815,162,78,1572,615,,5637,,203,299,21,80605863,0.278871740287,0.34980806142,0.447401099876
387,1999,TBA,5,772,913,162,69,1531,544,,5586,,145,272,29,38870000,0.274078052274,0.338499184339,0.411027568922
388,1999,TEX,1,945,859,162,95,1653,611,,5651,,230,304,29,76709931,0.292514599186,0.361545832003,0.478676340471
389,1999,OAK,2,893,846,162,87,1430,770,,5519,,235,287,20,24431833,0.25910491031,0.34981714104,0.446095307121
390,1999,SEA,3,859,905,162,79,1499,610,,5572,,244,263,21,54125003,0.269023689878,0.341151730831,0.455132806892
391,1999,ANA,4,711,826,162,70,1404,511,,5494,,158,248,22,55388166,0.255551510739,0.318900915903,0.394976337823
392,1999,HOU,1,823,675,162,97,1463,728,,5485,,168,293,23,54914000,0.266727438469,0.352647674231,0.420419325433
393,1999,CIN,2,865,711,163,96,1536,569,,5649,,209,312,37,33962761,0.27190653213,0.338533290447,0.451230306249
394,1999,PIT,3,775,782,161,78,1417,573,,5468,,171,282,40,24697666,0.259144111192,0.329415659659,0.419166057059
395,1999,SLN,4,809,838,161,75,1461,613,,5570,,194,274,27,49778195,0.262298025135,0.335435872554,0.425673249551
396,1999,MIL,5,815,886,161,74,1524,658,,5582,,165,299,30,43377395,0.273020422788,0.349679487179,0.426012182014
397,1999,CHN,6,747,920,162,67,1411,571,,5482,,189,255,35,62343000,0.257387814666,0.327440938378,0.420102152499
398,1999,ATL,1,840,661,162,103,1481,608,,5569,,197,309,23,73140000,0.26593643383,0.3381900599,0.43580535105
399,1999,NYN,2,853,711,163,97,1553,717,,5572,,181,297,14,65092092,0.278715003589,0.360947686437,0.434493898062
400,1999,PHI,3,841,846,162,77,1539,631,,5598,,161,302,44,31692500,0.274919614148,0.348370524964,0.430868167203
401,1999,MON,4,718,853,162,68,1473,438,,5559,,163,320,47,17903000,0.264975715057,0.318659329665,0.427415002698
402,1999,FLO,5,691,852,162,64,1465,479,,5578,,128,266,44,21085000,0.262638938688,0.320950965825,0.394944424525
403,1999,ARI,1,908,676,162,100,1566,588,,5658,,216,289,46,68703999,0.276776246023,0.344860710855,0.458642629905
404,1999,SFN,2,872,831,162,86,1507,696,,5563,,188,307,18,46595057,0.270896998023,0.351973158652,0.43393852238
405,1999,LAN,3,793,787,162,77,1480,594,,5567,,187,253,23,80862453,0.265852344171,0.336633663366,0.42033411173
406,1999,SDN,4,710,781,162,74,1360,631,,5394,,153,256,22,49768179,0.252131998517,0.330456431535,0.39284390063
407,1999,COL,5,906,1028,162,72,1644,508,,5716,,223,305,39,61935837,0.287613715885,0.345758354756,0.471658502449
408,2000,CHA,1,978,839,162,95,1615,591,53.0,5646,61.0,216,325,33,31133500,0.286043216436,0.353695687029,0.470067304286
409,2000,CLE,2,950,816,162,90,1639,685,51.0,5683,52.0,221,310,30,75880771,0.288404011966,0.364949748744,0.470174203766
410,2000,DET,3,823,827,162,79,1553,562,43.0,5644,49.0,177,307,41,58265167,0.275159461375,0.340799226555,0.438164422395
411,2000,KCA,4,879,930,162,77,1644,511,48.0,5709,70.0,150,281,27,23433000,0.287966368891,0.346463022508,0.425468558417
412,2000,MIN,5,748,880,162,69,1516,556,35.0,5615,51.0,116,325,49,16519500,0.26999109528,0.335764057689,0.407301869991
413,2000,NYA,1,871,814,161,87,1541,631,57.0,5556,50.0,205,294,25,92338260,0.277357811375,0.351058671408,0.44996400288
414,2000,BOS,2,792,745,162,85,1503,611,42.0,5630,48.0,167,316,32,77940333,0.266962699822,0.338727767986,0.423445825933
415,2000,TOR,3,861,908,162,83,1562,526,60.0,5677,34.0,244,328,21,44838332,0.275145323234,0.336611317105,0.46926193412
416,2000,BAL,4,794,913,162,74,1508,558,49.0,5549,54.0,184,310,22,81447435,0.2717606776,0.338300311118,0.43503333934
417,2000,TBA,5,733,842,161,69,1414,559,48.0,5505,40.0,162,253,22,62765129,0.256857402361,0.325362796834,0.399091734787
418,2000,OAK,1,947,813,161,91,1501,750,52.0,5560,44.0,239,281,23,31971333,0.269964028777,0.356735340729,0.45773381295
419,2000,SEA,2,907,780,162,91,1481,775,48.0,5497,61.0,198,300,26,58915000,0.269419683464,0.359693877551,0.441513552847
420,2000,ANA,3,864,869,162,82,1574,608,47.0,5628,43.0,236,309,34,51464167,0.279673063255,0.349903784477,0.472459132907
421,2000,TEX,4,848,974,162,71,1601,580,39.0,5648,48.0,173,330,35,70795921,0.283463172805,0.350192678227,0.446175637394
422,2000,SLN,1,887,771,162,95,1481,675,84.0,5478,53.0,235,259,25,61453863,0.270354143848,0.35039817975,0.455458196422
423,2000,CIN,2,825,765,163,85,1545,559,64.0,5635,58.0,200,302,36,46867200,0.274179236912,0.33968356474,0.447027506655
424,2000,MIL,3,740,826,163,73,1366,620,61.0,5563,49.0,177,297,25,36505333,0.245550961711,0.321203299369,0.403379471508
425,2000,HOU,4,938,944,162,72,1547,673,83.0,5570,61.0,249,289,36,51289111,0.277737881508,0.355598270062,0.476660682226
426,2000,PIT,5,793,888,162,69,1506,564,66.0,5643,37.0,168,320,31,28928334,0.266879319511,0.333494441759,0.423888002835
427,2000,CHN,6,764,904,162,65,1426,632,54.0,5577,45.0,183,272,23,60539333,0.255693024924,0.331454340474,0.411152949614
428,2000,ATL,1,810,714,162,95,1490,595,59.0,5489,45.0,179,274,26,84537836,0.271451994899,0.342702169625,0.428675532884
429,2000,NYN,2,807,738,162,94,1445,675,45.0,5486,51.0,198,282,20,79509776,0.263397739701,0.344099983769,0.430368209989
430,2000,FLO,3,731,797,161,79,1441,540,60.0,5509,51.0,160,274,29,19872000,0.261571973135,0.327492147462,0.408967144672
431,2000,MON,4,738,902,162,67,1475,476,29.0,5535,34.0,178,310,35,32994333,0.266485998193,0.324571618699,0.431616982836
432,2000,PHI,5,708,830,162,65,1386,611,44.0,5511,37.0,144,304,40,47308000,0.251497005988,0.326200588043,0.399564507349
433,2000,SFN,1,925,747,162,97,1535,709,51.0,5519,66.0,226,304,44,53737826,0.278130096032,0.360308285164,0.472005798152
434,2000,LAN,2,798,729,162,86,1408,668,51.0,5481,46.0,211,265,28,87924286,0.256887429301,0.3376158725,0.430943258529
435,2000,ARI,3,792,754,162,85,1466,535,59.0,5527,58.0,179,282,44,81027833,0.265243350823,0.330089079512,0.429346842772
436,2000,COL,4,968,897,162,82,1664,601,42.0,5660,75.0,161,320,53,61111190,0.293992932862,0.361763296598,0.454593639576
437,2000,SDN,5,752,815,162,76,1413,602,46.0,5560,43.0,157,279,37,54821000,0.254136690647,0.327004219409,0.402338129496
438,2001,CLE,1,897,821,162,91,1559,577,69.0,5600,62.0,212,294,37,93152001,0.278392857143,0.34579893152,0.457678571429
439,2001,MIN,2,771,766,162,85,1514,495,64.0,5560,38.0,164,328,38,24130000,0.272302158273,0.331791907514,0.43345323741
440,2001,CHA,3,798,795,162,83,1463,520,52.0,5464,51.0,214,300,29,65653667,0.267752562225,0.33138368984,0.450768667643
441,2001,DET,4,724,876,162,66,1439,466,51.0,5537,49.0,139,291,60,53416167,0.259888026007,0.317341329335,0.409427487809
442,2001,KCA,5,729,858,162,65,1503,406,44.0,5643,47.0,152,277,37,35422500,0.2663476874,0.315589353612,0.409356725146
443,2001,NYA,1,804,713,161,95,1488,519,64.0,5577,43.0,203,289,20,112287143,0.266810112964,0.329232283465,0.435000896539
444,2001,BOS,2,772,745,161,82,1493,520,70.0,5605,41.0,198,316,29,110035833,0.266369313113,0.328653061224,0.439072256913
445,2001,TOR,3,767,753,162,80,1489,470,74.0,5663,43.0,195,287,36,76895999,0.262934840191,0.31941953367,0.429630937666
446,2001,BAL,4,687,829,162,63,1359,514,77.0,5472,49.0,136,262,24,67599540,0.248355263158,0.312896759105,0.37956871345
447,2001,TBA,5,672,887,162,62,1426,456,54.0,5524,25.0,121,311,21,56980000,0.258146270818,0.314715719064,0.387762490949
448,2001,SEA,1,927,627,162,116,1637,614,62.0,5680,70.0,169,310,38,74720834,0.288204225352,0.35764219892,0.445422535211
449,2001,OAK,2,884,645,162,102,1469,640,88.0,5573,59.0,199,334,22,33810750,0.263592320115,0.339449541284,0.438542975058
450,2001,ANA,3,691,730,162,75,1447,494,77.0,5551,53.0,158,275,26,47535167,0.260673752477,0.321091811414,0.404972077103
451,2001,TEX,4,890,968,162,73,1566,548,75.0,5685,55.0,246,326,23,88633500,0.275461741425,0.33916252206,0.470712401055
452,2001,HOU,1,847,769,162,93,1500,581,89.0,5528,56.0,208,313,29,60612667,0.271345875543,0.340644950074,0.451338639653
453,2001,SLN,2,814,684,162,93,1469,529,65.0,5450,50.0,199,274,32,78538333,0.269541284404,0.334169593578,0.441100917431
454,2001,CHN,3,777,701,162,88,1409,577,66.0,5406,53.0,194,268,32,64715833,0.260636330004,0.331940498078,0.429707732149
