ID,yearID,teamID,Rank,R,RA,G,W,H,BB,HBP,AB,SF,HR,2B,3B,salary,BA,OBP,SLG
455,2001,MIL,4,740,806,162,68,1378,488,72.0,5488,35.0,209,273,30,43886833,0.251093294461,0.312248995984,0.426020408163
456,2001,CIN,5,735,850,162,66,1464,468,65.0,5583,40.0,176,304,22,48986000,0.262224610425,0.319286068418,0.419129500269
457,2001,PIT,6,657,858,162,62,1333,467,67.0,5398,35.0,161,256,25,57760833,0.246943312338,0.306905370844,0.393108558725
458,2001,ATL,1,729,643,162,88,1432,493,45.0,5498,52.0,174,263,24,91936166,0.26045834849,0.321315306293,0.411967988359
459,2001,PHI,2,746,719,162,86,1431,551,43.0,5497,61.0,164,295,29,41663833,0.260323812989,0.327711640212,0.414044024013
460,2001,NYN,3,642,713,162,82,1361,545,65.0,5459,35.0,147,273,18,93174428,0.249313061,0.31745502998,0.386700860964
461,2001,FLO,4,742,744,162,76,1461,470,67.0,5542,45.0,166,325,30,35762500,0.263623240707,0.32119095143,0.422952002887
462,2001,MON,5,670,812,162,68,1361,478,60.0,5379,45.0,131,320,28,35159500,0.253021007622,0.313983267885,0.395984383714
463,2001,ARI,1,818,677,162,92,1494,587,57.0,5595,36.0,208,284,35,85082999,0.267024128686,0.336622452281,0.4418230563
464,2001,SFN,2,799,748,162,90,1493,625,50.0,5612,54.0,235,304,40,63280167,0.266037063435,0.339586339586,0.460085531005
465,2001,LAN,3,758,744,162,86,1399,519,56.0,5493,44.0,206,264,27,109105953,0.254687784453,0.319028609448,0.425086473694
466,2001,SDN,4,789,812,162,79,1379,678,41.0,5482,48.0,161,273,26,39182833,0.251550529004,0.333928571429,0.398941991974
467,2001,COL,5,923,906,162,73,1663,511,61.0,5690,50.0,213,324,61,71541334,0.292267135325,0.35058861474,0.48295254833
468,2002,MIN,1,768,712,161,94,1518,472,56.0,5582,52.0,167,348,36,40425000,0.271945539233,0.328708292038,0.436940164815
469,2002,CHA,2,856,798,162,81,1475,555,49.0,5502,53.0,217,289,29,57052833,0.26808433297,0.335149413901,0.449472918939
470,2002,CLE,3,739,837,162,74,1349,542,56.0,5423,39.0,192,255,26,78909449,0.248755301494,0.317015926236,0.411580306104
471,2002,KCA,4,737,891,162,62,1415,524,52.0,5535,51.0,140,285,42,47257000,0.255645889792,0.320019805248,0.398193315266
472,2002,DET,5,575,864,161,55,1340,363,64.0,5406,57.0,124,265,37,55048000,0.247872733999,0.295198474606,0.379393266741
473,2002,NYA,1,897,697,161,103,1540,640,72.0,5601,41.0,223,314,12,125928583,0.274950901625,0.349302996315,0.45474022496
474,2002,BOS,2,859,665,162,93,1560,545,72.0,5640,53.0,177,348,33,108366060,0.276595744681,0.340339531124,0.44414893617
475,2002,TOR,3,813,828,162,78,1457,522,53.0,5581,57.0,187,305,38,76864333,0.26106432539,0.324266754055,0.429851281132
476,2002,BAL,4,667,773,162,67,1353,452,64.0,5491,49.0,165,311,27,60493487,0.246403205245,0.303718660609,0.403023128756
477,2002,TBA,5,673,918,161,55,1418,456,58.0,5604,36.0,133,297,35,34380000,0.253033547466,0.309240924092,0.389721627409
478,2002,OAK,1,800,654,162,103,1450,609,68.0,5558,36.0,205,279,28,40004167,0.260885210507,0.333873844657,0.431810003598
479,2002,ANA,2,851,644,162,99,1603,462,74.0,5678,64.0,152,333,32,61721667,0.282317717506,0.336319218241,0.432546671363
480,2002,SEA,3,814,699,162,93,1531,629,51.0,5569,72.0,152,285,31,80282668,0.27491470641,0.348499515973,0.419105764051
481,2002,TEX,4,843,882,162,72,1510,554,62.0,5618,50.0,230,304,27,105526122,0.268778924884,0.334413480233,0.455322178711
482,2002,SLN,1,787,648,162,97,1475,542,67.0,5505,49.0,175,285,26,74660875,0.267938237965,0.333553828345,0.424523160763
483,2002,HOU,2,749,695,162,84,1441,589,59.0,5503,37.0,167,291,32,63448417,0.261857168817,0.333223900197,0.417408686171
484,2002,CIN,3,709,774,162,78,1386,583,66.0,5470,40.0,169,297,21,45050390,0.253382084095,0.32529324302,0.408043875686
485,2002,PIT,4,641,730,161,72,1300,537,73.0,5330,41.0,142,263,20,42323599,0.243902439024,0.313107209818,0.380675422139
486,2002,CHN,5,706,759,162,67,1351,585,44.0,5496,39.0,200,259,29,75690833,0.245815138282,0.31836868936,0.412663755459
487,2002,MIL,6,627,821,162,56,1369,500,55.0,5415,34.0,139,269,29,50287833,0.252816251154,0.315976331361,0.390212373038
488,2002,ATL,1,708,565,161,101,1428,558,54.0,5495,49.0,164,280,25,92870367,0.259872611465,0.328101767718,0.409463148317
489,2002,MON,2,735,718,162,83,1432,575,46.0,5479,42.0,162,300,36,38670500,0.261361562329,0.331516352825,0.417959481657
490,2002,PHI,3,710,724,161,80,1428,640,53.0,5523,39.0,165,325,41,57954999,0.25855513308,0.335550868084,0.421872170922
491,2002,FLO,4,699,763,162,79,1433,595,61.0,5496,49.0,146,280,32,41979917,0.260735080058,0.332950254474,0.403020378457
492,2002,NYN,5,690,703,161,75,1409,486,63.0,5496,30.0,160,238,22,94633593,0.256368267831,0.316783684386,0.395014556041
493,2002,ARI,1,819,674,162,98,1471,643,50.0,5508,53.0,165,283,41,102819999,0.267066085694,0.343683953829,0.423202614379
494,2002,SFN,2,783,616,162,95,1465,616,65.0,5497,52.0,198,300,35,78299835,0.266509004912,0.340422051366,0.441877387666
495,2002,LAN,3,713,643,162,92,1464,428,53.0,5554,44.0,155,286,29,94850953,0.263593806266,0.316282179873,0.409254591286
496,2002,COL,4,778,898,162,73,1508,497,56.0,5512,50.0,152,283,41,56851043,0.27358490566,0.333666167416,0.422532656023
497,2002,SDN,5,662,815,162,66,1393,547,30.0,5515,41.0,136,243,29,41425000,0.252583862194,0.320026393929,0.381142339075
498,2003,MIN,1,801,758,162,90,1567,512,63.0,5655,52.0,155,318,45,55505000,0.277099911583,0.337116912599,0.431476569408
499,2003,CHA,2,791,715,162,86,1445,519,58.0,5487,41.0,220,303,19,51010000,0.263349735739,0.327006327006,0.44578093676
500,2003,KCA,3,836,867,162,83,1526,476,75.0,5568,57.0,162,288,39,40518000,0.274066091954,0.331237590999,0.427083333333
501,2003,CLE,4,699,778,162,68,1413,466,62.0,5572,41.0,158,296,26,48584834,0.253589375449,0.311195760185,0.401112706389
502,2003,DET,5,591,928,162,43,1312,443,47.0,5466,49.0,153,201,39,49168000,0.240029271862,0.297004569301,0.375045737285
503,2003,NYA,1,877,716,163,101,1518,684,81.0,5605,35.0,230,304,14,152749814,0.270829616414,0.350135156623,0.453166815343
504,2003,BOS,2,961,809,162,95,1667,620,53.0,5769,64.0,238,371,40,99946500,0.288958224996,0.357958992018,0.490899635985
505,2003,TOR,3,894,826,162,86,1580,546,90.0,5661,56.0,190,357,33,51269000,0.279102632044,0.342516513614,0.454513336866
506,2003,BAL,4,743,820,163,71,1516,431,54.0,5665,40.0,152,277,24,73877500,0.267608120035,0.31938976378,0.405472197705
507,2003,TBA,5,715,852,162,63,1501,420,56.0,5654,50.0,137,298,38,19630000,0.265475769367,0.316266052025,0.404315528829
508,2003,OAK,1,768,643,162,96,1398,556,59.0,5497,53.0,176,317,24,50260834,0.254320538476,0.322815132992,0.416772785156
509,2003,SEA,2,795,637,162,93,1509,586,53.0,5561,46.0,139,290,33,86959167,0.271354073008,0.340816658533,0.410357849308
510,2003,ANA,3,736,743,162,77,1473,476,56.0,5487,50.0,150,276,33,79031667,0.268452706397,0.32684890156,0.412793876435
511,2003,TEX,4,826,969,162,71,1506,488,75.0,5664,42.0,239,274,36,103491667,0.265889830508,0.324122236671,0.453566384181
512,2003,CHN,1,724,683,162,88,1431,492,50.0,5519,46.0,172,302,24,79868333,0.259286102555,0.319913491931,0.4161985867
513,2003,HOU,2,805,677,162,87,1466,557,81.0,5583,38.0,191,308,30,71040000,0.262582840767,0.329478827362,0.431130216729
514,2003,SLN,3,876,796,162,85,1580,580,73.0,5672,54.0,196,342,32,83786666,0.27856135402,0.345489443378,0.453808180536
515,2003,PIT,4,753,801,162,75,1492,529,87.0,5581,38.0,163,275,45,54812429,0.267335602939,0.330769230769,0.42035477513
516,2003,CIN,5,694,886,162,69,1349,524,79.0,5509,32.0,182,239,21,59355667,0.244872027591,0.310459141389,0.394990016337
517,2003,MIL,6,714,873,162,68,1423,547,71.0,5548,40.0,196,266,24,40627000,0.256488824802,0.323215750615,0.419069935112
518,2003,ATL,1,907,740,162,101,1608,545,49.0,5670,49.0,235,321,31,106243667,0.283597883598,0.34641995173,0.475485008818
519,2003,FLO,2,751,692,162,91,1459,515,57.0,5490,41.0,157,292,44,49450000,0.265755919854,0.328726061615,0.420765027322
520,2003,PHI,3,791,697,162,86,1448,651,55.0,5543,38.0,166,325,27,70780000,0.26123038066,0.338876331934,0.419447952372
521,2003,MON,4,711,716,162,83,1404,522,45.0,5437,40.0,144,294,25,51948500,0.258230641898,0.323208592046,0.400956409785
522,2003,NYN,5,642,754,161,66,1317,489,54.0,5341,45.0,124,262,24,116876429,0.246583036884,0.309777015437,0.374274480434
523,2003,SFN,1,755,638,161,100,1440,593,40.0,5456,39.0,180,281,29,82852167,0.263929618768,0.336088609688,0.425036656891
524,2003,LAN,2,574,556,162,85,1328,407,72.0,5458,28.0,124,260,25,105572620,0.243312568706,0.295822676897,0.368266764383
525,2003,ARI,3,717,685,162,84,1467,531,45.0,5570,52.0,152,303,47,80657000,0.263375224417,0.327487297164,0.416517055655
526,2003,COL,4,853,892,162,74,1472,619,52.0,5518,38.0,198,330,31,67179667,0.266763320043,0.340720221607,0.445451250453
527,2003,SDN,5,678,831,162,64,1442,565,57.0,5531,42.0,128,257,32,45210000,0.260712348581,0.329232283465,0.388175736756
528,2004,MIN,1,780,715,162,92,1494,513,64.0,5623,40.0,191,310,24,53585000,0.265694469145,0.327086049544,0.431264449582
529,2004,CHA,2,865,831,162,83,1481,499,63.0,5534,42.0,242,284,19,65212500,0.267618359234,0.328194927897,0.456993133357
530,2004,CLE,3,858,857,162,80,1565,606,78.0,5676,42.0,184,345,29,34319300,0.275722339676,0.34559057625,0.443974630021
531,2004,DET,4,827,844,162,72,1531,518,50.0,5623,43.0,201,284,54,46832000,0.27227458652,0.33365901319,0.449226391606
532,2004,KCA,5,720,905,162,58,1432,461,76.0,5538,38.0,150,261,29,47609000,0.258577103648,0.315552592099,0.397435897436
533,2004,NYA,1,897,808,162,101,1483,670,80.0,5527,50.0,242,281,20,184193950,0.268319160485,0.347426173955,0.457752849647
534,2004,BOS,2,949,768,162,98,1613,659,69.0,5720,55.0,222,373,25,127298500,0.281993006993,0.356168678476,0.472377622378
535,2004,BAL,3,842,830,162,78,1614,528,57.0,5736,62.0,169,319,18,51623333,0.281380753138,0.341954022989,0.431659693166
536,2004,TBA,4,714,842,161,70,1416,469,55.0,5483,56.0,145,278,46,29556667,0.258252781324,0.316700268817,0.405070217034
537,2004,TOR,5,719,823,161,67,1438,513,71.0,5531,42.0,145,290,34,50017000,0.259989152052,0.322799470549,0.403362863858
538,2004,ANA,1,836,734,162,92,1603,450,73.0,5675,41.0,162,272,37,100534667,0.282466960352,0.335183673469,0.429074889868
539,2004,OAK,2,793,742,162,91,1545,608,55.0,5728,43.0,189,336,15,59425667,0.269727653631,0.339804292929,0.432611731844
540,2004,TEX,3,860,794,162,89,1492,500,61.0,5615,57.0,227,323,34,55050417,0.26571682992,0.325756336877,0.456634016028
541,2004,SEA,4,698,823,162,63,1544,492,54.0,5722,48.0,136,276,20,81515834,0.269835721776,0.327647248149,0.396364907375
542,2004,SLN,1,855,659,162,105,1544,548,51.0,5555,70.0,214,319,24,83228333,0.277947794779,0.342782238243,0.459585958596
543,2004,HOU,2,803,698,162,92,1458,590,61.0,5468,52.0,187,294,36,75397000,0.26664228237,0.338065368108,0.436174103877
544,2004,CHN,3,789,665,162,89,1508,489,38.0,5628,48.0,235,308,29,90560000,0.267945984364,0.326467222495,0.458244491827
545,2004,CIN,4,750,907,162,76,1380,599,81.0,5518,25.0,194,287,28,46615250,0.250090612541,0.323524603564,0.417723812976
546,2004,PIT,5,680,744,161,72,1428,415,95.0,5483,42.0,142,267,39,32227929,0.260441364217,0.312478806375,0.401057815065
547,2004,MIL,6,634,757,161,67,1358,540,68.0,5483,40.0,135,295,32,27528500,0.247674630677,0.315125352814,0.387014408171
548,2004,ATL,1,803,668,162,96,1503,587,59.0,5570,48.0,178,304,37,90182500,0.269838420108,0.339451031346,0.433572710952
549,2004,PHI,2,840,781,162,86,1505,645,58.0,5643,46.0,215,303,23,92919167,0.266702108807,0.341921119593,0.442849548113
550,2004,FLO,3,718,700,162,83,1447,499,58.0,5486,40.0,148,275,32,42143042,0.263762304047,0.32514619883,0.406489245352
551,2004,NYN,4,684,731,162,71,1376,512,61.0,5532,34.0,185,289,20,96660970,0.248734634852,0.312375909993,0.408532176428
552,2004,MON,5,635,769,162,67,1361,496,35.0,5474,33.0,151,276,27,40897500,0.248629886737,0.311055276382,0.391669711363
553,2004,LAN,1,761,684,162,93,1450,536,62.0,5542,35.0,203,226,30,92902001,0.26163839769,0.326752221125,0.423132443161
554,2004,SFN,2,850,770,162,91,1500,705,72.0,5546,51.0,183,314,33,82019166,0.270465200144,0.35274356103,0.4379733141
555,2004,SDN,3,768,705,162,87,1521,566,56.0,5573,66.0,139,304,32,55384833,0.272923021712,0.339957647825,0.413780728512
556,2004,COL,4,833,923,162,68,1531,568,54.0,5577,37.0,202,331,34,65445167,0.274520351443,0.341578519121,0.454724762417
557,2004,ARI,5,615,899,162,51,1401,441,35.0,5544,37.0,135,295,38,69780750,0.252705627706,0.307769423559,0.392676767677
558,2005,CHA,1,741,645,162,99,1450,435,79.0,5529,49.0,200,253,23,75178000,0.262253572075,0.316063044936,0.424850786761
559,2005,CLE,2,790,642,162,93,1522,503,54.0,5609,50.0,207,337,30,41502500,0.271349616687,0.331315445026,0.452843644143
560,2005,MIN,3,688,662,162,83,1441,485,59.0,5564,42.0,134,269,32,56186000,0.258986340762,0.318399735493,0.391085549964
561,2005,DET,4,723,787,162,71,1521,384,53.0,5602,52.0,168,283,45,69092000,0.271510174938,0.318242565987,0.42806140664
562,2005,KCA,5,701,935,162,56,1445,424,63.0,5503,50.0,126,289,34,36881000,0.262584045066,0.315336595242,0.396147555879
563,2005,NYA,1,886,789,162,95,1552,637,73.0,5624,43.0,229,259,16,208306817,0.275960170697,0.349624660597,0.449857752489
564,2005,BOS,2,910,805,162,95,1579,653,47.0,5626,63.0,199,339,21,123505125,0.280661215784,0.35547061634,0.454496978315
565,2005,TOR,3,775,705,162,80,1480,486,89.0,5581,56.0,136,307,39,45719500,0.265185450636,0.324048129224,0.407274681957
566,2005,BAL,4,729,800,162,74,1492,447,54.0,5551,42.0,189,296,27,73914333,0.268780399928,0.323274424808,0.433975860205
567,2005,TBA,5,750,936,162,67,1519,412,69.0,5552,51.0,157,289,40,29679067,0.273595100865,0.323775989269,0.424891930836
568,2005,LAA,1,761,643,162,95,1520,447,29.0,5624,39.0,147,278,30,94867822,0.27027027027,0.32399934113,0.408783783784
569,2005,OAK,2,772,658,162,88,1476,537,52.0,5627,40.0,155,310,20,55425762,0.262306735383,0.326573653472,0.407144126533
570,2005,TEX,3,865,858,162,79,1528,495,48.0,5716,32.0,260,311,29,55849000,0.267319804059,0.325712445661,0.46833449965
571,2005,SEA,4,699,751,162,69,1408,466,48.0,5507,37.0,130,289,34,87754334,0.255674595969,0.313745186673,0.391320138006
572,2005,SLN,1,805,634,162,100,1494,534,62.0,5538,35.0,170,287,26,92106833,0.26977248104,0.333992094862,0.423076923077
573,2005,HOU,2,693,609,163,89,1400,481,72.0,5462,42.0,161,281,32,76779000,0.256316367631,0.31650681474,0.407909190773
574,2005,MIL,3,726,697,162,81,1413,531,73.0,5448,38.0,175,327,19,39934833,0.25936123348,0.32513798294,0.422723935389
575,2005,CHN,4,703,714,162,79,1506,419,50.0,5584,37.0,194,323,23,87032933,0.269699140401,0.320672996835,0.440007163324
576,2005,CIN,5,820,889,163,73,1453,611,62.0,5565,39.0,222,335,15,61892583,0.261096136568,0.334196891192,0.446361185984
577,2005,PIT,6,680,769,162,67,1445,471,72.0,5573,49.0,139,292,38,38133000,0.259285842455,0.317008603574,0.400143549255
578,2005,ATL,1,769,674,162,90,1453,534,45.0,5486,46.0,184,308,37,86457302,0.264855997083,0.330066445183,0.435107546482
579,2005,PHI,2,807,726,162,88,1494,639,56.0,5542,46.0,167,282,35,95522000,0.269577769758,0.345089791296,0.42349332371
580,2005,FLO,3,717,732,162,83,1499,512,67.0,5502,50.0,128,306,32,60408834,0.272446383133,0.334386431659,0.409487459106
581,2005,NYN,3,722,648,162,83,1421,486,48.0,5505,38.0,175,279,32,101305821,0.25812897366,0.318310799533,0.415803814714
582,2005,WAS,5,639,673,162,81,1367,491,89.0,5426,45.0,117,311,32,48581500,0.251935127165,0.314010478283,0.385735348323
583,2005,SDN,1,684,726,162,82,1416,600,49.0,5502,48.0,130,269,39,63290833,0.257360959651,0.330383480826,0.391312250091
584,2005,ARI,2,696,856,162,77,1419,606,55.0,5550,45.0,191,291,27,62329166,0.255675675676,0.328947368421,0.421081081081
585,2005,SFN,3,649,745,162,75,1427,431,49.0,5462,44.0,128,299,26,90199500,0.261259611864,0.315289326319,0.39582570487
586,2005,LAN,4,685,755,162,71,1374,541,67.0,5433,33.0,149,284,21,83039000,0.252898950856,0.320555741547,0.395177618259
587,2005,COL,5,740,862,162,67,1477,509,64.0,5542,34.0,150,280,34,47839000,0.266510285096,0.328210213188,0.410501623962
588,2006,MIN,1,801,683,162,96,1608,490,50.0,5602,55.0,143,275,34,63396006,0.287040342735,0.344386080105,0.424848268476
589,2006,DET,2,822,675,162,95,1548,430,45.0,5642,36.0,203,294,40,82612866,0.2743707905,0.325757575758,0.448599787309
590,2006,CHA,3,868,794,162,90,1586,502,58.0,5657,57.0,236,291,20,102750667,0.280360615167,0.339016074038,0.464026869365
591,2006,CLE,4,870,782,162,78,1576,556,54.0,5619,43.0,196,351,27,56031500,0.280476953195,0.345263157895,0.45719878982
592,2006,KCA,5,757,971,162,62,1515,474,64.0,5589,48.0,124,335,37,47294000,0.271068169619,0.32805541811,0.410806942208
593,2006,NYA,1,930,767,162,97,1608,649,72.0,5651,49.0,210,327,21,194663079,0.284551406831,0.358253968254,0.461334277119
594,2006,TOR,2,809,754,162,87,1591,514,63.0,5596,52.0,199,348,27,71365000,0.284310221587,0.344517184943,0.462830593281
595,2006,BOS,3,820,825,162,86,1510,672,66.0,5619,56.0,192,327,16,120099824,0.268731090941,0.346844698776,0.435130806193
596,2006,BAL,4,768,899,162,70,1556,474,73.0,5610,41.0,164,288,20,72585582,0.277361853832,0.333662064431,0.423529411765
597,2006,TBA,5,689,856,162,61,1395,441,47.0,5474,43.0,190,267,33,34917967,0.254841066862,0.310397295013,0.41980270369
598,2006,OAK,1,771,727,162,93,1429,650,50.0,5500,56.0,175,266,22,62243079,0.259818181818,0.338048780488,0.411636363636
599,2006,LAA,2,766,732,162,89,1539,486,42.0,5609,53.0,159,309,29,103472000,0.274380459975,0.332239540607,0.424852914958
600,2006,TEX,3,835,784,162,80,1571,505,40.0,5659,50.0,183,357,23,68228662,0.277610885315,0.336794289422,0.445838487365
601,2006,SEA,4,756,792,162,78,1540,404,63.0,5670,38.0,172,266,42,87959833,0.271604938272,0.320052683569,0.424338624339
602,2006,SLN,1,781,762,161,83,1484,531,61.0,5522,40.0,184,292,27,88891371,0.268743208982,0.332892780439,0.431365447302
603,2006,HOU,2,735,719,162,82,1407,585,73.0,5521,46.0,174,275,27,88694435,0.254845136751,0.3262364887,0.408983879732
604,2006,CIN,3,749,801,162,80,1419,614,59.0,5515,38.0,217,291,12,60909519,0.257298277425,0.331701745799,0.43245693563
605,2006,MIL,4,730,833,162,75,1400,502,82.0,5433,53.0,180,301,20,57568333,0.257684520523,0.320471777591,0.41984170808
606,2006,PIT,5,691,797,162,67,1462,459,89.0,5558,49.0,141,286,17,46717750,0.263044260525,0.319262090743,0.396725440806
607,2006,CHN,6,716,834,162,66,1496,395,43.0,5587,37.0,166,271,46,94424499,0.267764453195,0.316115011702,0.421872203329
608,2006,NYN,1,834,731,162,97,1469,547,62.0,5558,47.0,200,323,41,101084963,0.264303706369,0.330221130221,0.445124145376
609,2006,PHI,2,865,812,162,85,1518,626,95.0,5687,44.0,216,294,41,88273333,0.266924564797,0.339616664027,0.446984350273
610,2006,ATL,3,849,805,162,79,1510,526,52.0,5583,44.0,222,312,26,90156876,0.270463908293,0.333278769029,0.45495253448
611,2006,FLO,4,758,772,162,78,1454,497,74.0,5502,42.0,182,309,42,14671500,0.264267539077,0.325220870145,0.434932751727
612,2006,WAS,5,746,872,162,71,1437,594,69.0,5495,49.0,164,322,22,63143000,0.261510464058,0.33355230744,0.417652411283
613,2006,SDN,1,731,679,162,88,1465,564,40.0,5576,47.0,161,298,38,69896141,0.262733142037,0.330456026059,0.416427546628
614,2006,LAN,2,820,751,162,88,1552,601,51.0,5628,48.0,153,307,58,98447187,0.275764036958,0.345641354953,0.432480454869
615,2006,SFN,3,746,790,161,76,1418,494,53.0,5472,37.0,163,297,52,90056419,0.259137426901,0.320482735501,0.421783625731
616,2006,ARI,4,773,788,162,76,1506,504,67.0,5645,53.0,160,331,38,59684226,0.266784765279,0.326882419906,0.423914968999
617,2006,COL,4,813,812,162,76,1504,561,60.0,5562,45.0,157,325,54,41233000,0.270406328659,0.337252980565,0.432937792161
618,2007,CLE,1,811,704,162,96,1504,590,80.0,5604,59.0,178,305,27,61673267,0.268379728765,0.338069099128,0.427730192719
619,2007,DET,2,887,797,162,88,1652,474,56.0,5757,45.0,177,352,50,94800369,0.286955011291,0.341197239608,0.457703665103
620,2007,MIN,3,718,725,162,79,1460,512,48.0,5522,45.0,118,273,36,71439500,0.264396957624,0.326814716606,0.390981528432
621,2007,CHA,4,693,839,162,72,1341,532,52.0,5441,35.0,190,249,20,108671833,0.246462047418,0.313577766616,0.404337437971
622,2007,KCA,5,706,778,162,69,1447,428,89.0,5534,47.0,102,300,46,67116500,0.261474521142,0.314491781281,0.387603903144
623,2007,BOS,1,867,657,162,96,1561,689,64.0,5589,54.0,166,352,35,143026214,0.279298622294,0.358394393119,0.443907675792
624,2007,NYA,2,968,777,162,94,1656,637,78.0,5717,54.0,201,326,32,189259045,0.289662410355,0.360875039345,0.463354906419
625,2007,TOR,3,753,699,162,83,1434,533,47.0,5536,48.0,165,344,24,81942800,0.259031791908,0.324106113033,0.419255780347
626,2007,BAL,4,756,868,162,69,1529,500,47.0,5631,47.0,142,306,30,93174808,0.271532587462,0.330941118904,0.412182560824
627,2007,TBA,5,782,944,162,66,1500,545,53.0,5593,52.0,187,291,36,24123500,0.268192383336,0.333170413816,0.433398891471
628,2007,LAA,1,822,731,162,94,1578,507,40.0,5554,65.0,123,324,23,109251333,0.284119553475,0.344002639828,0.417176809507
629,2007,SEA,2,794,813,162,88,1629,389,62.0,5684,40.0,153,284,22,106460833,0.286593947924,0.332290465997,0.425052779733
630,2007,OAK,3,741,758,162,76,1430,664,49.0,5577,56.0,171,295,16,79366940,0.25641025641,0.335523153341,0.407028868567
631,2007,TEX,4,816,844,162,75,1460,503,56.0,5555,42.0,179,298,36,68318675,0.262826282628,0.324034334764,0.426102610261
632,2007,CHN,1,752,690,162,85,1530,500,40.0,5643,37.0,151,340,28,99670332,0.271132376396,0.330457431223,0.42158426369
633,2007,MIL,2,801,776,162,83,1455,501,76.0,5554,47.0,231,310,37,70986500,0.261973352539,0.3230388109,0.455887648542
634,2007,SLN,3,725,829,162,78,1513,506,54.0,5529,54.0,141,279,13,90286823,0.27364803762,0.334548467274,0.405317417254
635,2007,HOU,4,723,813,162,73,1457,547,55.0,5605,40.0,167,293,30,87759000,0.25994647636,0.325747724317,0.41231043711
636,2007,CIN,5,783,853,162,72,1496,536,66.0,5607,46.0,204,293,23,68524980,0.266809345461,0.330783005046,0.436418762261
637,2007,PIT,6,724,846,162,68,1463,463,71.0,5569,51.0,148,322,31,38537833,0.262704255701,0.319297082228,0.411384449632
638,2007,PHI,1,892,821,162,89,1558,641,90.0,5688,52.0,213,326,41,89428213,0.273909985935,0.347448254069,0.457981715893
639,2007,NYN,2,804,750,162,88,1543,549,54.0,5605,58.0,177,294,27,115231663,0.275289919715,0.339941501462,0.432114183764
640,2007,ATL,3,810,733,162,84,1562,534,49.0,5689,47.0,176,328,27,87290833,0.274564949903,0.336815040977,0.434522763227
641,2007,WAS,4,673,783,162,73,1415,524,53.0,5520,41.0,123,309,31,36947500,0.25634057971,0.320814030443,0.390398550725
642,2007,FLO,5,790,891,162,71,1504,521,82.0,5627,42.0,201,340,38,30507000,0.267282743913,0.329375406636,0.448373911498
643,2007,ARI,1,712,732,162,90,1350,532,57.0,5398,58.0,171,286,40,52067546,0.250092626899,0.3173693086,0.41293071508
644,2007,COL,2,860,758,163,90,1591,622,58.0,5691,44.0,171,313,36,54041000,0.279564224214,0.350546491367,0.437357230715
645,2007,SDN,3,741,666,163,89,1408,557,49.0,5612,44.0,171,322,31,58110567,0.250890947969,0.318528124493,0.410727013542
646,2007,LAN,4,735,727,162,82,1544,511,41.0,5613,55.0,129,276,35,108454524,0.275075717085,0.335564990202,0.405665419562
647,2007,SFN,5,683,720,162,71,1407,532,39.0,5538,36.0,131,267,37,90219056,0.25406283857,0.319439868204,0.38660166125
648,2008,CHA,1,811,729,163,89,1458,540,63.0,5553,47.0,235,296,13,121189332,0.262560777958,0.327917282127,0.447505852692
649,2008,MIN,2,829,745,163,88,1572,529,36.0,5641,72.0,111,298,49,56932766,0.278673993973,0.340518638574,0.407906399575
650,2008,CLE,3,805,761,162,81,1455,560,103.0,5543,49.0,171,339,22,78970066,0.26249323471,0.330165492381,0.42413855313
651,2008,KCA,4,691,781,162,75,1507,392,50.0,5608,36.0,120,303,28,58245500,0.268723252496,0.3165,0.396932952924
652,2008,DET,5,821,857,162,74,1529,572,44.0,5641,44.0,200,293,41,137685196,0.271051232051,0.338161918558,0.443892926786
653,2008,TBA,1,774,671,162,97,1443,626,68.0,5541,52.0,180,284,37,43820597,0.260422306443,0.335495378628,0.422486915719
654,2008,BOS,2,845,694,162,95,1565,646,70.0,5596,62.0,173,353,33,133390035,0.279664045747,0.354213393143,0.447283774124
655,2008,NYA,3,789,727,162,89,1512,535,80.0,5572,39.0,180,289,20,207896789,0.27135678392,0.335189127231,0.427315147164
656,2008,TOR,4,714,610,162,86,1453,521,59.0,5503,56.0,126,303,32,97793900,0.264037797565,0.327689243028,0.399418499001
657,2008,BAL,5,782,869,161,68,1486,533,42.0,5559,48.0,172,322,30,67196246,0.267314265156,0.331418253447,0.428854110452
658,2008,LAA,1,765,697,162,100,1486,481,52.0,5540,50.0,159,274,25,119216333,0.268231046931,0.326689918618,0.412815884477
659,2008,TEX,2,901,967,162,79,1619,595,63.0,5728,54.0,194,376,35,67712326,0.282646648045,0.350150245137,0.462115921788
660,2008,OAK,3,646,690,161,75,1318,574,48.0,5451,35.0,125,270,23,47967126,0.241790497156,0.314024896266,0.368556228215
661,2008,SEA,4,671,811,162,61,1498,417,38.0,5643,42.0,124,285,20,117666482,0.265461633883,0.31600660066,0.388977494241
662,2008,CHN,1,855,671,161,97,1552,636,50.0,5588,45.0,184,329,21,118345833,0.277738010021,0.351542416452,0.442913385827
663,2008,MIL,2,750,689,162,90,1398,550,69.0,5535,43.0,198,324,35,80937499,0.252574525745,0.32013147083,0.431074977416
664,2008,HOU,3,712,743,161,86,1432,449,52.0,5451,41.0,167,284,22,88930414,0.262704090992,0.318813559322,0.414786277747
665,2008,SLN,4,779,725,162,86,1585,577,42.0,5636,44.0,174,283,26,99624449,0.28122782115,0.347980041848,0.433286018453
